,sumpri,change,id,negotiator,pridev,posdev,closer,bin2,bin23,bin34,bin4,format2,format3,priorconfi,highprior,antinumeracy,vulnerable,emerging,exporter,developed,emiter,postconfi,paris,age,male,children,education
1075,150,0.028205128,93,0,0.016666667,0.011538462,1,0,1,0,0,0,1,5,1,0,0,1,1,0,0,4,0,22,1,0,d
1076,105,0.19047619,94,0,0.026190476,0.164285714,0,0,1,0,0,0,1,5,1,0,0,1,0,0,0,5,0,22,0,0,d
1077,165,0.03030303,95,0,0.025757576,0.004545455,1,0,1,0,0,0,1,5,1,1,0,1,0,0,0,5,0,23,1,0,d
1078,100,0.1,96,0,0.05,0.05,0,0,1,0,0,0,1,5,1,0,0,1,0,1,0,6,0,24,1,0,d
1079,100,0.1375,97,0,0.1,0.2375,0,0,1,0,0,0,1,6,1,0,0,0,0,0,1,6,0,24,1,0,d
1080,117,0.198547765,98,0,0.191025641,0.007522124,1,0,1,0,0,0,1,6,1,0,0,0,0,0,0,6,0,43,0,2,g
1081,100,0,99,0,0.05,0.05,0,0,1,0,0,0,1,3,0,0,0,0,1,1,1,4,0,28,0,0,d
1082,90,0.077777778,100,0,0.327777778,0.25,1,0,1,0,0,0,1,5,1,0,0,0,0,0,0,6,0,46,1,NA,g
1083,145,0.049071618,101,0,0.20862069,0.257692308,0,0,1,0,0,0,1,5,1,0,0,0,0,0,0,4,0,22,0,0,e
1084,203,0.164851551,102,0,0.144581281,0.02027027,1,0,1,0,0,0,1,5,1,1,0,0,0,0,0,6,0,24,0,0,e
1085,100,0.146767677,103,0,0.02,0.126767677,0,0,1,0,0,0,1,5,1,0,0,1,1,0,1,3,0,23,0,0,d
1086,240,0.013541667,104,0,0.229166667,0.215625,1,0,1,0,0,0,1,5,1,1,0,0,0,1,0,2,0,24,0,0,d
1087,100,0.48125,105,0,0.15,0.33125,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,4,0,23,1,0,d
1088,170,0.092330603,106,0,0.067647059,0.024683544,1,0,1,0,0,0,1,3,0,1,0,0,1,1,0,4,0,5,0,0,d
1089,91,0.104344254,107,0,0.252197802,0.356542056,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,5,0,23,1,0,d
1090,177,0.314971751,108,0,0.348305085,0.033333333,1,0,1,0,0,0,1,6,1,1,1,0,0,0,0,4,0,28,0,1,d
1091,201,0.171102529,109,0,0.13159204,0.03951049,1,0,1,0,0,0,1,4,0,1,0,0,0,0,1,5,0,23,1,0,d
1092,240,0.054324895,110,0,0.158333333,0.104008439,1,0,1,0,0,0,1,3,0,1,0,0,0,0,0,4,0,24,0,NA,e
1093,165,0.014204545,111,0,0.004545455,0.01875,0,0,1,0,0,0,1,3,0,1,0,0,0,1,1,4,0,25,0,0,d
1094,100,0.516666667,112,0,0.15,0.366666667,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,6,0,25,0,0,d
1095,170,0.001633987,113,0,0.020588235,0.022222222,0,0,1,0,0,0,1,5,1,1,0,0,0,0,0,5,0,47,1,2,g
1096,NA,NA,114,0,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,NA,
1097,210,0.021783181,1,0,0.045238095,0.067021277,0,0,0,1,0,0,0,5,1,1,0,1,0,0,1,5,0,23,1,0,d
1098,159,0.217295597,2,0,0.217295597,0,1,0,0,1,0,0,0,3,0,1,0,1,0,1,1,4,0,23,1,0,d
1099,140,0.012672811,3,0,0.085714286,0.098387097,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,5,0,23,1,0,e
1100,100,0.05,4,0,0.1,0.05,1,0,0,1,0,0,0,4,0,0,0,1,0,0,1,NA,0,23,1,0,e
1101,152.5,0.066070541,5,0,0.122131148,0.056060606,1,0,0,1,0,0,0,2,0,1,0,1,1,0,1,2,0,24,0,0,d
1102,100,0.15,6,0,0.15,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,1,4,0,25,0,0,d
1103,95,0.046052632,7,0,0.371052632,0.325,1,0,0,1,0,0,0,3,0,0,0,0,0,1,1,4,0,24,1,0,d
1104,160,0.052631579,8,0,0.05,0.002631579,1,0,0,1,0,0,0,4,0,1,0,0,0,1,1,4,0,21,1,0,d
1105,100,0.426190476,9,0,0.4,0.026190476,1,0,0,1,0,0,0,5,1,0,0,0,0,1,1,7,0,25,1,0,e
1106,140,0.020779221,10,0,0.107142857,0.086363636,1,0,0,1,0,0,0,5,1,0,0,1,1,0,1,5,0,23,1,0,d
1107,179.5,0.018766265,11,0,0.032172702,0.050938967,0,0,0,1,0,0,0,6,1,1,0,1,1,0,1,5,0,23,0,0,e
1108,168.5,0.117409983,12,0,0.283827893,0.16641791,1,0,0,1,0,0,0,5,1,1,0,0,0,0,1,5,0,23,0,0,e
1109,213,0.031608795,13,0,0.121361502,0.152970297,0,0,0,1,0,0,0,6,1,1,0,0,0,1,0,5,0,28,1,0,d
1110,158,0.0788446,14,0,0.089240506,0.168085106,0,0,0,1,0,0,0,4,0,1,0,1,0,0,1,4,0,26,0,0,d
1111,300,0.012429379,15,0,0.183333333,0.195762712,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,5,0,23,0,0,d
1112,132,0.101649405,16,0,0.298484848,0.196835443,1,0,0,1,0,0,0,6,1,0,0,1,0,0,0,6,0,26,1,0,e
1113,220,0.158008658,17,0,0.131818182,0.026190476,1,0,0,1,0,0,0,5,1,1,0,0,0,0,0,4,0,25,1,0,e
1114,120,0.055555556,18,0,0.283333333,0.338888889,0,0,0,1,0,0,0,5,1,0,1,0,0,0,0,5,0,22,1,0,d
1115,113,0.112933344,19,0,0.122566372,0.009633028,1,0,0,1,0,0,0,3,0,0,0,0,1,1,0,4,0,25,1,0,d
1116,220,0.049334812,20,0,0.109090909,0.059756098,1,0,0,1,0,0,0,5,1,1,0,0,0,0,0,5,0,26,0,0,d
1117,155,0.132056452,21,0,0.224193548,0.35625,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,4,0,22,1,0,d
1118,100,0.1,22,0,0.15,0.25,0,0,0,1,0,0,0,5,1,0,0,0,0,1,1,6,0,26,1,NA,d
1119,135,0.064270153,23,0,0.190740741,0.126470588,1,0,0,1,0,0,0,3,0,0,0,0,1,1,0,5,0,23,1,0,d
1120,100,0.05,24,0,0.05,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,1,5,0,23,0,NA,d
1121,100,0.05,25,0,0.05,0,1,0,0,1,0,0,0,3,0,0,0,1,0,1,1,6,0,25,1,0,d
1122,90,0.394444444,26,0,0.394444444,0,1,0,0,1,0,0,0,4,0,0,0,1,1,0,1,6,0,28,1,0,d
1123,101,0.276327633,27,0,0.271782178,0.004545455,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,6,0,24,1,0,d
1124,196,0.168188328,28,0,0.179591837,0.011403509,1,0,0,1,0,0,0,5,1,1,0,1,1,0,0,5,0,24,0,0,d
1125,150,0.128947368,29,0,0.25,0.121052632,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,4,0,22,0,0,d
1126,165,0.013303769,30,0,0.268181818,0.254878049,1,0,0,1,0,0,0,3,0,1,0,0,1,1,1,3,0,25,0,0,d
1127,100,0.25,31,0,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,24,0,0,d
1128,190,0.19138756,32,0,0.186842105,0.004545455,1,0,0,1,0,0,0,6,1,1,0,1,1,0,1,6,0,25,1,0,d
1129,105,0.022857143,33,0,0.307142857,0.33,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,6,0,25,1,0,d
1130,142,0.015921617,34,0,0.099295775,0.115217391,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,3,0,22,0,0,d
1131,193,0,35,0,0.128756477,0.128756477,0,0,0,1,0,0,0,3,0,1,0,0,0,1,1,3,0,25,0,0,d
1132,165,0.336700337,36,0,0.268181818,0.068518519,1,0,0,1,0,1,0,5,1,1,0,1,0,0,0,5,0,25,0,0,e
1133,100,0.1,37,0,0.4,0.3,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,6,0,22,1,0,d
1134,90,0.172222222,38,0,0.172222222,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,24,0,0,d
1135,180,0.023809524,39,0,0.116666667,0.092857143,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,6,0,24,0,0,d
1136,200,0.002802691,40,0,0.075,0.077802691,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,4,0,23,0,0,d
1137,113,0.039630627,41,0,0.228761062,0.189130435,1,0,0,1,0,1,0,5,1,0,0,0,0,0,0,6,0,25,1,0,d
1138,153,0.132106724,42,0,0.123202614,0.00890411,1,0,0,1,0,1,0,6,1,1,0,0,0,0,0,6,0,NA,0,NA,
1139,215,0.052896656,43,0,0.296511628,0.349408284,0,0,0,1,0,1,0,4,0,1,1,0,0,0,0,4,0,24,0,0,d
1140,110,0.081818182,44,0,0.268181818,0.35,0,0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,5,0,33,1,2,d
1141,200,0.4,45,0,0.05,0.45,0,0,0,1,0,1,0,6,1,1,0,0,0,0,0,5,0,24,1,0,e
1142,163,0.150306748,46,0,0.100306748,0.05,1,0,0,1,0,1,0,6,1,1,0,0,0,0,0,6,0,25,0,0,d
1143,120,0.038043478,47,0,0.325,0.363043478,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,5,0,25,0,0,d
1144,148,0.171853282,48,0,0.267567568,0.095714286,1,0,0,1,0,1,0,5,1,0,0,1,0,0,0,6,0,23,1,0,e
1145,150,0.00952381,49,0,0.316666667,0.307142857,1,0,0,1,0,1,0,5,1,0,0,1,0,0,0,5,0,23,1,0,e
1146,166,0.263141455,50,0,0.142771084,0.12037037,1,0,0,1,0,1,0,6,1,1,0,0,1,0,0,7,0,28,0,0,e
1147,205,0.066838649,51,0,0.084146341,0.017307692,1,0,0,1,0,1,0,3,0,1,0,0,0,0,0,4,0,27,0,0,
1148,305,0.018954918,52,0,0.187704918,0.16875,1,0,0,1,0,1,0,2,0,1,0,1,1,0,0,4,0,25,1,0,d
1149,216.5,0.118273522,53,0,0.138221709,0.019948187,1,0,0,1,0,1,0,4,0,1,0,0,0,0,0,5,0,24,0,0,e
1150,155,0.036866359,54,0,0.127419355,0.164285714,0,0,0,1,0,1,0,6,1,1,0,0,0,0,0,7,0,26,0,0,d
1151,174,0.316960225,55,0,0.162643678,0.154316547,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,3,0,25,0,0,d
1152,140,0.107142857,56,0,0.092857143,0.2,0,0,0,1,0,1,0,5,1,0,1,1,0,0,0,2,0,23,0,0,d
1153,205,0.079410096,57,0,0.157317073,0.077906977,1,0,0,1,0,1,0,5,1,1,0,0,0,0,0,6,0,23,0,0,e
1154,272,0.018550101,58,0,0.130147059,0.111596958,1,0,0,1,0,1,0,5,1,1,1,1,0,0,0,5,0,24,1,0,d
1155,85,0.132352941,59,0,0.332352941,0.2,1,0,0,1,0,1,0,4,0,0,0,0,0,1,1,3,0,27,1,0,d
1156,120,0.146929825,60,0,0.091666667,0.055263158,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,5,0,25,0,0,e
1157,142,0.243203406,61,0,0.344366197,0.101162791,1,0,0,1,0,1,0,4,0,0,0,1,0,1,0,5,0,23,0,0,d
1158,165,0.055448098,62,0,0.207575758,0.15212766,1,0,0,1,0,1,0,3,0,1,0,0,0,0,0,3,0,24,0,0,d
1159,101,0.00049505,63,0,0.40049505,0.4,1,0,0,1,0,1,0,6,1,0,1,1,0,0,0,6,0,23,1,0,d
1160,100,0,64,0,0.3,0.3,0,0,0,1,0,1,0,5,1,0,1,0,0,0,0,5,0,24,1,0,d
1161,95,0.422966507,65,0,0.418421053,0.004545455,1,0,0,1,0,1,0,6,1,0,0,0,0,0,0,6,0,23,1,0,e
1162,165,0.003787879,66,0,0.056060606,0.052272727,1,0,0,1,0,1,0,5,1,1,1,0,0,0,0,5,0,23,1,0,d
1163,120,0.160714286,67,0,0.325,0.164285714,1,0,0,1,0,1,0,6,1,0,0,0,0,0,0,6,0,25,0,0,e
1164,128,0.136835704,68,0,0.1359375,0.000898204,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,5,0,25,0,0,d
1165,200,0.060897436,69,0,0.075,0.014102564,1,0,0,1,0,1,0,3,0,1,0,1,1,0,0,5,0,24,1,NA,d
1166,125,0.04516129,70,0,0.05,0.09516129,0,0,0,1,0,1,0,5,1,0,0,1,1,0,0,5,0,24,0,0,d
1167,140,0.211981567,71,0,0.307142857,0.09516129,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,4,0,3,0,0,e
1168,100,0.155102041,72,0,0.35,0.194897959,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,5,0,23,1,0,d
1169,225,0.017777778,73,0,0.072222222,0.09,0,0,0,1,0,1,0,6,1,1,0,0,0,0,0,6,0,24,1,0,d
1170,150,0.085714286,74,0,0.25,0.164285714,1,0,0,1,0,1,0,4,0,0,1,0,0,0,0,4,0,23,0,0,d
1171,118,0.079317603,75,0,0.111016949,0.031699346,1,0,0,1,0,1,0,5,1,0,0,0,1,0,0,6,0,24,1,0,d
1172,100,0.05,76,0,0.05,0,1,0,0,1,0,0,1,5,1,0,0,0,0,0,0,6,0,31,1,0,e
1173,177,0.060371267,77,0,0.167514124,0.107142857,1,0,0,1,0,0,1,4,0,1,0,1,1,0,1,4,0,24,0,0,d
1174,100,0.1,78,0,0.1,0,1,0,0,1,0,0,1,5,1,0,0,1,0,0,0,5,0,23,0,0,d
1175,159,0.205798435,79,0,0.280188679,0.074390244,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,4,0,24,0,0,e
1176,168,0.489417989,80,0,0.085714286,0.403703704,0,0,0,1,0,0,1,6,1,1,0,0,1,0,0,6,0,26,1,0,e
1177,210,0.113553114,81,0,0.14047619,0.026923077,1,0,0,1,0,0,1,3,0,1,0,0,0,1,0,3,0,24,0,0,d
1178,169,0.019699364,82,0,0.053550296,0.033850932,1,0,0,1,0,0,1,5,1,1,0,0,1,1,1,6,0,24,1,0,d
1179,145,0.123040752,83,0,0.277586207,0.154545455,1,0,0,1,0,0,1,3,0,0,0,0,1,1,1,3,0,24,0,0,d
1180,121,0.345150065,84,0,0.400413223,0.055263158,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,4,0,24,0,0,d
1181,180,0.275362319,85,0,0.116666667,0.158695652,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,23,0,0,d
1182,102,0.081432573,86,0,0.204901961,0.123469388,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,g
1183,150,0.031884058,87,0,0.016666667,0.015217391,1,0,0,1,0,0,1,5,1,0,1,0,0,0,0,6,0,21,1,0,d
1184,230,0.090301003,88,0,0.232608696,0.142307692,1,0,0,1,0,0,1,4,0,1,0,1,0,0,0,5,0,24,0,0,e
1185,94,0.232765957,89,0,0.162765957,0.07,1,0,0,1,0,0,1,5,1,0,0,1,0,0,0,6,0,24,1,NA,d
1186,215,0.112701252,90,0,0.101162791,0.011538462,1,0,0,1,0,0,1,4,0,1,0,1,0,0,0,5,0,24,0,0,d
1187,164,0.033518108,91,0,0.080487805,0.046969697,1,0,0,1,0,0,1,2,0,1,0,1,1,0,1,3,0,26,0,0,d
1188,178,0.006972311,92,0,0.157865169,0.150892857,1,0,0,1,0,0,1,4,0,1,0,0,0,0,1,3,0,24,0,0,d
1189,150,0.08974359,93,0,0.116666667,0.026923077,1,0,0,1,0,0,1,5,1,0,0,1,1,0,0,4,0,22,1,0,d
1190,105,0.380952381,94,0,0.402380952,0.021428571,1,0,0,1,0,0,1,5,1,0,0,1,0,0,0,5,0,22,0,0,d
1191,165,0.212121212,95,0,0.207575758,0.004545455,1,0,0,1,0,0,1,5,1,1,0,1,0,0,0,5,0,23,1,0,d
1192,100,0.15,96,0,0.25,0.1,1,0,0,1,0,0,1,5,1,0,0,1,0,1,0,6,0,24,1,0,d
1193,100,0.1875,97,0,0.2,0.3875,0,0,0,1,0,0,1,6,1,0,0,0,0,0,1,6,0,24,1,0,d
1194,117,0.18606762,98,0,0.193589744,0.007522124,1,0,0,1,0,0,1,6,1,0,0,0,0,0,0,6,0,43,0,2,g
1195,100,0.15,99,0,0.3,0.15,1,0,0,1,0,0,1,3,0,0,0,0,1,1,1,4,0,28,0,0,d
1196,90,0.1,100,0,0.45,0.35,1,0,0,1,0,0,1,5,1,0,0,0,0,0,0,6,0,46,1,NA,g
1197,145,0.051724138,101,0,0.101724138,0.05,1,0,0,1,0,0,1,5,1,0,0,0,0,0,0,4,0,22,0,0,e
1198,203,0.033976834,102,0,0.021428571,0.055405405,0,0,0,1,0,0,1,5,1,1,0,0,0,0,0,6,0,24,0,0,e
1199,100,0.293232323,103,0,0.42,0.126767677,1,0,0,1,0,0,1,5,1,0,0,1,1,0,1,3,0,23,0,0,d
1200,240,0.009375,104,0,0.175,0.184375,0,0,0,1,0,0,1,5,1,1,0,0,0,1,0,2,0,24,0,0,d
1201,100,0.4375,105,0,0.05,0.3875,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,4,0,23,1,0,d
1202,170,0.061429635,106,0,0.008823529,0.070253165,0,0,0,1,0,0,1,3,0,1,0,0,1,1,0,4,0,5,0,0,d
1203,91,0.076614974,107,0,0.087362637,0.010747664,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,5,0,23,1,0,d
1204,177,0.052259887,108,0,0.018926554,0.033333333,0,0,0,1,0,0,1,6,1,1,1,0,0,0,0,4,0,28,0,1,d
1205,201,0.076296837,109,0,0.106716418,0.03041958,1,0,0,1,0,0,1,4,0,1,0,0,0,0,1,5,0,23,1,0,d
1206,240,0.108913502,110,0,0.179166667,0.070253165,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,4,0,24,0,NA,e
1207,165,0.039772727,111,0,0.177272727,0.1375,1,0,0,1,0,0,1,3,0,1,0,0,0,1,1,4,0,25,0,0,d
1208,100,0.6,112,0,0.3,0.3,1,0,0,1,0,0,1,3,0,0,0,0,0,1,0,6,0,25,0,0,d
1209,170,0.016339869,113,0,0.244117647,0.227777778,1,0,0,1,0,0,1,5,1,1,0,0,0,0,0,5,0,47,1,2,g
1210,NA,NA,114,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,NA,
1211,210,0.044072948,1,0,0.164285714,0.120212766,1,0,0,0,1,0,0,5,1,1,0,1,0,0,1,5,0,23,1,0,d
1212,159,0.119811321,2,0,0.119811321,0,1,0,0,0,1,0,0,3,0,1,0,1,0,1,1,4,0,23,1,0,d
1213,140,0.081797235,3,0,0.128571429,0.046774194,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,5,0,23,1,0,e
1214,100,0.1,4,0,0.15,0.05,1,0,0,0,1,0,0,4,0,0,0,1,0,0,1,NA,0,23,1,0,e
1215,152.5,0.011425733,5,0,0.000819672,0.010606061,0,0,0,0,1,0,0,2,0,1,0,1,1,0,1,2,0,24,0,0,d
1216,100,0.1,6,0,0.1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,4,0,25,0,0,d
1217,95,0.001315789,7,0,0.023684211,0.025,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,4,0,24,1,0,d
1218,160,0.074013158,8,0,0.01875,0.055263158,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,4,0,21,1,0,d
1219,100,0.026190476,9,0,0,0.026190476,0,0,0,0,1,0,0,5,1,0,0,0,0,1,1,7,0,25,1,0,e
1220,140,0.009090909,10,0,0.05,0.040909091,1,0,0,0,1,0,0,5,1,0,0,1,1,0,1,5,0,23,1,0,d
1221,179.5,0.004707913,11,0,0.367827298,0.372535211,0,0,0,0,1,0,0,6,1,1,0,1,1,0,1,5,0,23,0,0,e
1222,168.5,0.024341202,12,0,0.027151335,0.051492537,0,0,0,0,1,0,0,5,1,1,0,0,0,0,1,5,0,23,0,0,e
1223,213,0.075954074,13,0,0.072065728,0.148019802,0,0,0,0,1,0,0,6,1,1,0,0,0,1,0,5,0,28,1,0,d
1224,158,0.073525451,14,0,0.089240506,0.162765957,0,0,0,0,1,0,0,4,0,1,0,1,0,0,1,4,0,26,0,0,d
1225,300,0.019774011,15,0,0.116666667,0.136440678,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,5,0,23,0,0,d
1226,132,0.012466437,16,0,0.025757576,0.013291139,1,0,0,0,1,0,0,6,1,0,0,1,0,0,0,6,0,26,1,0,e
1227,220,0.25,17,0,0.2,0.05,1,0,0,0,1,0,0,5,1,1,0,0,0,0,0,4,0,25,1,0,e
1228,120,0.166666667,18,0,0.116666667,0.05,1,0,0,0,1,0,0,5,1,0,1,0,0,0,0,5,0,22,1,0,d
1229,113,0.002273281,19,0,0.011946903,0.014220183,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,4,0,25,1,0,d
1230,220,0.041019956,20,0,0.177272727,0.218292683,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,5,0,26,0,0,d
1231,155,0.035282258,21,0,0.079032258,0.04375,1,0,0,0,1,0,0,4,0,1,0,0,0,1,0,4,0,22,1,0,d
1232,100,0,22,0,0.05,0.05,0,0,0,0,1,0,0,5,1,0,0,0,0,1,1,6,0,26,1,NA,d
1233,135,0.035947712,23,0,0.061111111,0.097058824,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,5,0,23,1,0,d
1234,100,0.05,24,0,0,0.05,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,5,0,23,0,NA,d
1235,100,0.1,25,0,0.05,0.05,0,0,0,0,1,0,0,3,0,0,0,1,0,1,1,6,0,25,1,0,d
1236,90,0.05,26,0,0.05,0,1,0,0,0,1,0,0,4,0,0,0,1,1,0,1,6,0,28,1,0,d
1237,101,0.033753375,27,0,0.029207921,0.004545455,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,6,0,24,1,0,d
1238,196,0.336555675,28,0,0.347959184,0.011403509,1,0,0,0,1,0,0,5,1,1,0,1,1,0,0,5,0,24,0,0,d
1239,150,0.064473684,29,0,0.05,0.114473684,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,4,0,22,0,0,d
1240,165,0.061345159,30,0,0.010606061,0.07195122,0,0,0,0,1,0,0,3,0,1,0,0,1,1,1,3,0,25,0,0,d
1241,100,0.15,31,0,0.15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,24,0,0,d
1242,190,0.112440191,32,0,0.107894737,0.004545455,1,0,0,0,1,0,0,6,1,1,0,1,1,0,1,6,0,25,1,0,d
1243,105,0.007619048,33,0,0.002380952,0.01,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,6,0,25,1,0,d
1244,142,0,34,0,0.05,0.05,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,3,0,22,0,0,d
1245,193,0,35,0,0.297150259,0.297150259,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,3,0,25,0,0,d
1246,165,0.04040404,36,0,0.131818182,0.172222222,0,0,0,0,1,1,0,5,1,1,0,1,0,0,0,5,0,25,0,0,e
1247,100,0.05,37,0,0.05,0,1,0,0,0,1,0,0,6,1,0,0,0,0,0,0,6,0,22,1,0,d
1248,90,0.005555556,38,0,0.005555556,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5,0,24,0,0,d
1249,180,0.015873016,39,0,0.394444444,0.378571429,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,6,0,24,0,0,d
1250,200,0.033520179,40,0,0.275,0.241479821,1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,4,0,23,0,0,d
1251,113,0.044247788,41,0,0.005752212,0.05,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,6,0,25,1,0,d
1252,153,0.122302802,42,0,0.113398693,0.00890411,1,0,0,0,1,1,0,6,1,1,0,0,0,0,0,6,0,NA,0,NA,
1253,215,0.025402504,43,0,0.052325581,0.026923077,1,0,0,0,1,1,0,4,0,1,1,0,0,0,0,4,0,24,0,0,d
1254,110,0.009090909,44,0,0.040909091,0.05,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,0,5,0,33,1,2,d
1255,200,0.013157895,45,0,0.2,0.213157895,0,0,0,0,1,1,0,6,1,1,0,0,0,0,0,5,0,24,1,0,e
1256,163,0.139059305,46,0,0.422392638,0.283333333,1,0,0,0,1,1,0,6,1,1,0,0,0,0,0,6,0,25,0,0,d
1257,120,0.086956522,47,0,0.05,0.036956522,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,5,0,25,0,0,d
1258,148,0.017722008,48,0,0.064864865,0.047142857,1,0,0,0,1,1,0,5,1,0,0,1,0,0,0,6,0,23,1,0,e
1259,150,0.073809524,49,0,0.016666667,0.057142857,0,0,0,0,1,1,0,5,1,0,0,1,0,0,0,5,0,23,1,0,e
1260,166,0.293485051,50,0,0.413855422,0.12037037,1,0,0,0,1,1,0,6,1,1,0,0,1,0,0,7,0,28,0,0,e
1261,205,0.052298311,51,0,0.242682927,0.190384615,1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,4,0,27,0,0,
1262,305,0.018954918,52,0,0.212295082,0.23125,0,0,0,0,1,1,0,2,0,1,0,1,1,0,0,4,0,25,1,0,d
1263,216.5,0.064844619,53,0,0.077020785,0.012176166,1,0,0,0,1,1,0,4,0,1,0,0,0,0,0,5,0,24,0,0,e
1264,155,0.085253456,54,0,0.079032258,0.164285714,0,0,0,0,1,1,0,6,1,1,0,0,0,0,0,7,0,26,0,0,d
1265,174,0.431034483,55,0,0.381034483,0.05,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,3,0,25,0,0,d
1266,140,0.321428571,56,0,0.521428571,0.2,1,0,0,0,1,1,0,5,1,0,1,1,0,0,0,2,0,23,0,0,d
1267,205,0.052183778,57,0,0.07195122,0.019767442,1,0,0,0,1,1,0,5,1,1,0,0,0,0,0,6,0,23,0,0,e
1268,272,0.004976515,58,0,0.317647059,0.322623574,0,0,0,0,1,1,0,5,1,1,1,1,0,0,0,5,0,24,1,0,d
1269,85,0.45,59,0,0.05,0.4,0,0,0,0,1,1,0,4,0,0,0,0,0,1,1,3,0,27,1,0,d
1270,120,0.144736842,60,0,0.2,0.055263158,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,5,0,25,0,0,e
1271,142,0.081067802,61,0,0.014788732,0.06627907,0,0,0,0,1,1,0,4,0,0,0,1,0,1,0,5,0,23,0,0,d
1272,165,0.057382334,62,0,0.071212121,0.013829787,1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,3,0,24,0,0,d
1273,101,0,63,0,0.05,0.05,0,0,0,0,1,1,0,6,1,0,1,1,0,0,0,6,0,23,1,0,d
1274,100,0,64,0,0.05,0.05,0,0,0,0,1,1,0,5,1,0,1,0,0,0,0,5,0,24,1,0,d
1275,95,0.045454545,65,0,0.05,0.004545455,1,0,0,0,1,1,0,6,1,0,0,0,0,0,0,6,0,23,1,0,e
1276,165,0.018939394,66,0,0.101515152,0.120454545,0,0,0,0,1,1,0,5,1,1,1,0,0,0,0,5,0,23,1,0,d
1277,120,0.386904762,67,0,0.008333333,0.378571429,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,6,0,25,0,0,e
1278,128,0.009356287,68,0,0.0125,0.021856287,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,5,0,25,0,0,d
1279,200,0.099358974,69,0,0.075,0.024358974,1,0,0,0,1,1,0,3,0,1,0,1,1,0,0,5,0,24,1,NA,d
1280,125,0.055483871,70,0,0.07,0.014516129,1,0,0,0,1,1,0,5,1,0,0,1,1,0,0,5,0,24,0,0,d
