,sumpri,change,id,negotiator,pridev,posdev,closer,bin2,bin23,bin34,bin4,format2,format3,priorconfi,highprior,antinumeracy,vulnerable,emerging,exporter,developed,emiter,postconfi,paris,age,male,children,education
219,290,0.005015674,2,1,0.25,0.2,1,0,1,0,0,0,0,5,1,1,1,0,0,0,0,4,1,33,1,2,e
220,100,0.391304348,3,1,0.45,0.45,0,0,1,0,0,0,0,6,1,0,1,0,0,0,0,6,1,45,1,0,g
221,195,0.160683761,4,1,0.2,0.2,0,0,1,0,0,0,0,4,1,1,0,0,0,1,0,6,1,NA,0,NA,g
222,72.5,0.210526316,5,1,0.275,0.3,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,5,1,28,1,0,e
223,145,0.046132339,6,1,0.125,0.05,1,0,1,0,0,0,0,6,1,1,0,1,1,0,1,6,1,35,1,2,g
224,135,0.054131055,7,1,0.1,0.15,0,0,1,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,4,1,35,1,0,e
225,162.5,0.190909091,8,0,0.2,0.2,0,0,1,0,0,0,0,5,1,1,NA,NA,NA,NA,NA,4,1,47,1,1,g
226,120,0.1875,9,0,0,0,0,0,1,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,4,1,58,1,3,g
227,105,0.073593074,10,0,0.05,0.05,0,0,1,0,0,0,0,3,1,0,NA,NA,NA,NA,NA,5,1,30,1,2,e
228,150,0.112643678,11,0,0.05,0.1,0,0,1,0,0,0,0,6,1,1,NA,NA,NA,NA,NA,6,1,45,1,1,e
229,97.5,1,12,1,0.525,0.45,1,0,1,0,0,0,0,5,0,0,0,0,1,0,0,4,1,30,0,NA,e
230,180,0.176767677,13,0,0.05,0.05,0,0,1,0,0,0,0,4,1,1,NA,NA,NA,NA,NA,5,1,37,1,2,e
231,185,0.042997543,14,1,0.05,0.2,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,3,1,50,1,NA,g
232,235,0,15,1,0.45,0.45,0,0,1,0,0,0,0,5,0,1,0,1,0,0,0,5,1,24,1,0,e
233,177.5,0.004834981,16,1,0.15,0.175,0,0,1,0,0,0,0,NA,1,1,0,0,0,1,0,NA,1,41,1,3,e
234,100,0,17,0,0.2,0.2,0,0,1,0,0,0,0,5,1,0,0,0,1,1,0,5,1,37,1,1,e
235,177.5,0.020941438,18,0,0.05,0.125,0,0,1,0,0,0,0,4,1,1,0,0,0,0,1,4,1,36,1,0,d
236,135,0.14962963,19,0,0.05,0.2,0,0,1,0,0,0,0,5,1,0,0,0,0,1,1,6,1,35,1,0,e
237,155,0.083870968,20,0,0.3,0.05,1,0,1,0,0,0,0,4,1,1,0,0,0,1,1,3,1,32,1,0,e
238,190,0.048245614,21,1,0.225,0.125,1,0,1,0,0,0,0,NA,1,1,0,1,0,0,0,NA,1,43,1,1,e
239,155,0.068356375,22,1,0.025,0.2,0,0,1,0,0,0,0,6,0,1,NA,NA,NA,NA,NA,6,1,47,1,3,e
240,167.5,0.012793177,23,1,0.05,0.05,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,4,1,30,0,NA,
241,195,0.386217949,24,0,0.425,0.375,1,0,1,0,0,0,0,5,1,1,0,0,0,1,1,4,1,38,1,0,e
242,210,0,25,1,0.45,0.45,0,0,1,0,0,0,0,5,0,1,NA,NA,NA,NA,NA,5,1,32,1,0,e
243,190,0.048245614,26,0,0.25,0.05,1,0,1,0,0,0,0,5,1,1,NA,NA,NA,NA,NA,5,1,38,0,0,e
244,190,0,27,1,0.3,0.3,0,0,1,0,0,0,0,4,1,1,0,1,0,0,0,5,1,33,0,0,g
245,135,0.231746032,28,1,0.12,0.05,1,0,1,0,0,0,0,5,1,0,1,0,0,0,0,6,1,26,1,0,e
246,78,1,29,1,0.45,0.33,1,0,1,0,0,0,0,6,0,0,1,0,0,0,0,6,1,62,1,4,e
247,127,0.053628432,30,1,0.03,0.03,0,0,1,0,0,0,0,4.5,0,0,0,0,1,0,0,4.5,1,41,1,1,e
248,157,0.283110037,31,1,0.08,0.45,0,0,1,0,0,0,0,6,0,1,1,0,0,0,0,6,1,39,0,0,e
249,180,0.2124183,32,0,0.05,0.3,0,0,1,0,0,0,0,6,1,1,0,0,0,1,1,5,1,45,1,0,f
250,194.5,0.168462506,33,0,0.05,0.05,0,0,1,0,0,0,0,7,1,1,0,0,0,0,1,7,1,60,0,2,g
251,160,0.041330645,34,1,0,0.05,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,4,1,51,1,2,g
252,106,0.05148248,35,1,0.02,0.03,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,5,1,60,1,5,g
253,172.5,0.004262575,36,0,0.05,0.05,0,0,1,0,0,0,0,6,1,1,NA,NA,NA,NA,NA,4,1,51,0,0,e
254,100,0.02037037,37,0,0.1,0.05,1,0,1,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,1,1,53,0,0,g
255,120,0.383333333,38,0,0.55,0,1,0,1,0,0,0,0,5,0,0,0,0,0,1,1,5,1,56,0,2,e
256,185,0.13998614,39,1,0.05,0.35,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,4,1,31,1,0,d
257,120,0.06547619,40,0,0.1,0.05,1,0,1,0,0,0,0,5,1,0,0,0,0,1,0,4,1,36,1,2,g
258,192,0.01462766,41,1,0.15,0.11,1,0,1,0,0,0,0,4,0,1,1,0,0,0,0,5,1,40,0,0,d
259,167.5,0.193825393,42,1,0.15,0.15,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,5,1,30,1,0,e
260,275,0.009250399,43,1,0.2,0.25,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,2,1,43,1,2,e
261,100,0,44,1,0.15,0.15,0,0,1,0,0,0,0,7,1,0,NA,NA,NA,NA,NA,7,1,45,0,1,g
262,77,0,45,1,0.45,0.45,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,5,1,60,0,3,f
263,145,0.033370411,46,0,0.3,0.3,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,5,1,NA,0,NA,f
264,110,0.072727273,47,0,0.35,0.35,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,5,1,38,1,4,d
265,100,0.5,48,0,0.55,0.05,1,0,1,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,4,1,26,0,0,g
266,100,0.126315789,49,0,0.05,0.05,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,5,1,26,1,0,e
267,115,0.065217391,50,0,0.05,0.05,0,0,1,0,0,0,0,6,1,0,NA,NA,NA,NA,NA,3,1,62,1,4,e
268,180,0.150383142,51,0,0.1,0.05,1,0,1,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,4,1,33,1,0,g
269,50,0.444444444,52,0,0.05,0.05,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,2,1,41,1,1,e
270,80,0,53,1,0.45,0.45,0,0,1,0,0,0,0,4,1,0,1,1,0,0,0,6,1,66,0,5,f
271,160,0.130434783,54,0,0.45,0.3,1,0,1,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,2,1,21,1,0,c
272,100,0.2,55,0,0.55,0.35,1,0,1,0,0,0,0,4,0,0,0,1,1,0,1,6,1,60,1,3,e
273,100,0.25,56,0,0.3,0.05,1,0,1,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,4,1,24,1,0,d
274,240,0,57,1,0.35,0.35,0,0,1,0,0,0,0,6,1,1,1,1,0,0,0,6,1,56,1,3,e
275,95,0,58,0,0.35,0.35,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,5,1,40,1,2,e
276,265,0.025506639,59,0,0.55,0.5,1,0,1,0,0,1,0,7,1,1,NA,NA,NA,NA,NA,7,1,73,1,1,f
277,145,0.073275862,60,1,0.2,0.15,1,0,1,0,0,1,0,4,0,1,1,0,0,0,0,4,1,NA,1,4,e
278,70,0,61,0,0.25,0.25,0,0,1,0,0,1,0,5,0,0,0,0,0,1,1,5,1,50,0,2,e
279,192.5,0.08890079,62,0,0.125,0.175,0,0,1,0,0,1,0,5,1,1,0,0,1,1,0,6,1,23,0,0,d
280,155,0.01843318,63,0,0.2,0.2,0,0,1,0,0,1,0,6,1,1,0,0,1,1,1,6,1,28,1,0,e
281,205,0.013356562,64,0,0.45,0.5,0,0,1,0,0,1,0,5,1,1,1,0,0,0,0,4,1,45,1,0,f
282,150,0.127083333,65,0,0.35,0.2,1,0,1,0,0,1,0,5,0,1,1,0,0,0,0,5,1,42,0,0,e
283,102.5,0,66,0,0.425,0.425,0,0,1,0,0,1,0,7,0,0,0,1,1,0,1,6,1,45,0,1,g
284,135,0.062037037,67,0,0.275,0.025,1,0,1,0,0,1,0,2,0,0,0,0,0,1,1,3,1,31,0,0,e
285,175,0,68,0,0.3,0.3,0,0,1,0,0,1,0,6,0,1,1,0,0,0,0,6,1,45,0,2,e
286,210,0.020634921,69,0,0.3,0.4,0,0,1,0,0,1,0,3,1,1,0,0,0,1,0,4,1,21,0,0,d
287,100,0.1,70,1,0.25,0.15,1,0,1,0,0,1,0,2,1,0,1,0,1,0,1,4,1,35,1,0,e
288,130,0.046822743,71,1,0.05,0.15,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,4,1,40,1,4,e
289,100,0.25,72,1,0.2,0.05,1,0,1,0,0,1,0,6,1,0,1,1,0,0,0,5,1,50,1,0,e
290,100,0,73,0,0.35,0.35,0,0,1,0,0,1,0,5,0,0,NA,NA,NA,NA,NA,5,1,64,1,3,g
291,115,0,74,1,0.35,0.35,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,4.5,1,60,1,3,e
292,145,0.186206897,75,1,0.4,0.05,1,0,1,0,0,1,0,7,0,1,0,1,0,0,0,5,1,55,1,4,e
293,155,0.404233871,76,1,0.35,0.3,1,0,1,0,0,1,0,3,1,1,1,0,1,0,0,5,1,26,1,0,e
294,212.5,0.043775649,77,0,0.05,0.15,0,0,1,0,0,1,0,4,0,1,NA,NA,NA,NA,NA,4,1,24,1,0,e
295,130.5,0.188126681,78,0,0.33,0.32,1,0,1,0,0,1,0,3,0,0,NA,NA,NA,NA,NA,4,1,35,1,0,e
296,90,1,79,0,0.45,0.45,0,0,1,0,0,1,0,7,0,0,0,1,1,0,1,7,1,30,1,NA,e
297,65,1,80,1,0.2,0.45,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,4,1,30,0,0,e
298,90,0.271367521,81,1,0.4,0.4,1,0,1,0,0,1,0,5,0,0,1,1,0,0,0,6,1,52,1,1,e
299,215,0.071059431,82,1,0.3,0.3,0,0,1,0,0,1,0,NA,1,1,1,1,0,0,0,5,1,42,1,2,e
300,205,0.005628517,83,0,0.35,0.05,1,0,1,0,0,1,0,5,1,1,1,0,0,0,0,5,1,32,1,1,e
301,75,0,84,1,0.3,0.3,0,0,1,0,0,1,0,5,0,0,1,0,0,0,0,5,1,35,1,0,e
302,165,0.140020899,85,1,0.35,0.05,1,0,1,0,0,1,0,5,0,1,0,1,0,1,1,4,1,27,1,0,d
303,100,0,86,1,0.45,0.45,0,0,1,0,0,1,0,NA,1,0,1,0,0,0,0,1,1,NA,1,NA,d
304,210,0.005537098,87,1,0.05,0.05,0,0,1,0,0,1,0,4,0,1,1,0,0,0,0,4,1,47,0,2,c
305,100,0,88,0,0.55,0.55,0,0,1,0,0,1,0,4,0,0,NA,NA,NA,NA,NA,4,1,49,0,3,f
306,190,0.160818714,89,1,0.3,0.3,0,0,1,0,0,1,0,5,0,1,1,0,0,0,0,6,1,46,1,3,g
307,104,0.036225403,90,0,0.41,0.23,1,0,1,0,0,1,0,5,0,0,NA,NA,NA,NA,NA,4,1,39,0,0,f
308,130,0.205562799,91,1,0.35,0.05,1,0,1,0,0,1,0,NA,1,0,1,0,0,0,0,6,1,38,1,5,
309,100,0,92,0,0.05,0.05,0,0,1,0,0,1,0,6,1,0,NA,NA,NA,NA,NA,6,1,35,1,2,e
310,155,0,93,0,0.25,0.25,0,0,1,0,0,1,0,7,0,1,NA,NA,NA,NA,NA,7,1,26,1,0,e
311,110,0.045454545,94,0,0.05,0.05,0,0,1,0,0,1,0,6,0,0,NA,NA,NA,NA,NA,6,1,53,1,2,g
312,100,0,95,1,0.3,0.3,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1,3,1,NA,0,NA,e
313,140,0.291208791,96,0,0.05,0.3,0,0,1,0,0,1,0,5,1,0,0,0,0,1,1,5,1,32,1,2,c
314,100,0,97,0,0.45,0.45,0,0,1,0,0,1,0,7,1,0,1,0,0,0,0,7,1,47,0,3,g
315,193.5,0.188409007,98,0,0.07,0.35,0,0,1,0,0,1,0,2,1,1,0,0,0,1,0,2,1,31,1,0,e
316,255,0.163921569,99,0,0.05,0.45,0,0,1,0,0,1,0,6,1,1,0,0,1,1,1,7,1,28,1,0,e
317,208,0.035213097,100,0,0.32,0.3,1,0,1,0,0,1,0,7,1,1,NA,NA,NA,NA,NA,6,1,28,1,0,e
318,116,0,101,0,0.325,0.325,0,0,1,0,0,1,0,6,1,0,NA,NA,NA,NA,NA,4,1,43,0,3,g
319,210,0.023809524,102,0,0.25,0.05,1,0,1,0,0,1,0,5,1,1,0,1,1,0,1,5,1,34,1,0,e
320,100,0,103,1,0.45,0.45,0,0,1,0,0,1,0,7,0,0,1,0,0,0,0,7,1,45,0,3,e
321,120,0,104,1,0.05,0.05,0,0,1,0,0,1,0,3,0,0,0,1,1,0,1,4,1,33,0,0,g
322,119.5,0.048462235,105,1,0.28,0.08,1,0,1,0,0,1,0,4,1,0,0,0,1,1,1,5,1,62,0,0,e
323,190,0.154210526,106,1,0.15,0.02,1,0,1,0,0,1,0,3,0,1,0,0,1,1,1,5,1,36,1,1,e
324,120,0.036904762,107,1,0.02,0.18,0,0,1,0,0,1,0,2,0,0,0,0,1,1,1,3,1,26,1,0,e
325,180,0.166666666,108,0,0.05,0.35,0,0,1,0,0,1,0,2,1,1,NA,NA,NA,NA,NA,2,1,30,1,0,e
326,130,0,109,1,0.35,0.35,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,NA,1,44,1,3,g
327,339,0.085796182,110,0,0.08,0.32,0,0,1,0,0,1,0,6,1,1,1,0,0,0,0,6,1,48,0,5,g
328,85,0.086834734,111,1,0.15,0.2,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,6,1,60,1,5,e
329,229,0.020087336,112,0,0.42,0.17,1,0,1,0,0,1,0,5,1,1,0,0,1,1,1,3,1,35,0,0,e
330,100,0.05,113,0,0.05,0.1,0,0,1,0,0,1,0,5,0,0,0,0,0,0,1,3,1,31,1,0,e
331,110,0.193181818,114,0,0.25,0.03,1,0,1,0,0,1,0,4,1,0,0,0,0,1,1,5,1,35,0,1,f
332,160,0.044642857,115,1,0.05,0.05,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,4,1,58,1,1,f
333,90,0.305555556,116,0,0.35,0.05,1,0,1,0,0,1,0,4,1,0,NA,NA,NA,NA,NA,4,1,38,1,2,e
334,100,0.075,117,0,0.125,0.075,1,0,1,0,0,1,0,5,0,0,0,0,0,1,0,5,1,36,1,2,e
335,230,0.006763285,118,0,0.25,0.25,0,0,1,0,0,0,1,5,1,1,1,0,0,0,0,4,1,21,0,0,e
336,140,0.392857143,119,0,0.45,0.15,1,0,1,0,0,0,1,5,0,0,0,0,1,1,1,4,1,63,1,2,e
337,135,0.171539961,120,1,0.35,0.35,0,0,1,0,0,0,1,5,0,0,0,0,0,1,1,7,1,35,1,0,e
338,105,0.117794486,121,1,0.05,0.2,0,0,1,0,0,0,1,NA,1,0,0,0,0,1,0,NA,1,35,0,1,e
339,200,0.008928571,122,1,0.325,0.325,0,0,1,0,0,0,1,7,1,1,1,0,0,0,0,5,1,38,0,0,e
340,200,0,123,1,0.3,0.3,0,0,1,0,0,0,1,5,1,1,0,0,0,1,1,5,1,56,1,0,g
341,100,0.052631579,124,0,0.45,0.4,1,0,1,0,0,0,1,7,1,0,0,1,0,0,1,5,1,53,0,2,g
342,180,0.006349207,125,0,0.05,0.05,0,0,1,0,0,0,1,4,1,1,0,0,0,1,1,4,1,56,1,2,g
343,95,0.016018306,126,0,0.3,0.25,1,0,1,0,0,0,1,5,1,0,0,0,1,1,0,5,1,69,1,2,f
344,157.5,0.0374677,127,0,0.25,0.425,0,0,1,0,0,0,1,4,0,1,0,0,0,1,1,5,1,65,1,2,d
345,120,0.121794871,128,0,0.25,0.15,1,0,1,0,0,0,1,5,0,0,0,1,0,1,0,6,1,27,1,0,f
346,287.5,0.083316482,129,1,0.525,0.1,1,0,1,0,0,0,1,6,1,1,1,1,0,0,0,6,1,29,0,0,f
347,260,0.094551282,130,0,0.5,0.2,1,0,1,0,0,0,1,6,1,1,0,0,1,1,1,5,1,24,0,0,d
348,100,0,131,1,0.45,0.45,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,2,1,37,1,1,e
349,100,0,132,1,0.45,0.45,0,0,1,0,0,0,1,5,1,0,1,1,0,0,0,4,1,47,1,3,e
350,125,0.19,133,1,0.25,0.1,1,0,1,0,0,0,1,NA,1,0,0,0,1,1,1,5,1,51,1,2,e
351,186,0.022435339,134,0,0.17,0.13,1,0,1,0,0,0,1,5,1,1,NA,NA,NA,NA,NA,4,1,38,1,0,f
352,100,0.219230769,135,0,0.25,0.05,1,0,1,0,0,0,1,4,0,0,NA,NA,NA,NA,NA,4,1,50,1,0,e
353,150,0.018518519,136,1,0.2,0.25,0,0,1,0,0,0,1,6,1,1,1,0,1,0,0,7,1,45,1,2,e
354,135,0.096926714,137,1,0.15,0.15,0,0,1,0,0,0,1,5,1,0,0,0,0,1,0,5,1,51,0,2,e
355,140,0.031746032,138,1,0.25,0.3,0,0,1,0,0,0,1,6,1,0,NA,NA,NA,NA,NA,5,1,32,1,2,e
356,110,0,139,0,0.07,0.07,0,0,1,0,0,0,1,4,1,0,0,0,0,1,1,4,1,NA,0,1,g
357,205,0.024390244,140,1,0.15,0.1,1,0,1,0,0,0,1,6,1,1,1,0,1,0,0,5,1,37,1,0,e
358,154,0.125324675,141,0,0.05,0,1,0,1,0,0,0,1,5,1,1,NA,NA,NA,NA,NA,5,1,31,1,0,e
359,80,0.396039604,142,1,0.45,0.35,1,0,1,0,0,0,1,5,1,0,0,1,1,0,0,5,1,38,0,0,g
360,120,0.059782609,143,1,0,0.05,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,5,1,38,1,2,g
361,253,0.059570864,144,1,0.5,0.22,1,0,1,0,0,0,1,6,1,1,0,1,0,1,0,6,1,41,1,1,g
362,135,0.02962963,145,0,0.05,0.05,0,0,1,0,0,0,1,4,1,0,NA,NA,NA,NA,NA,5,1,35,1,2,g
363,130,0.051282052,146,0,0.05,0.05,0,0,1,0,0,0,1,3,0,0,0,0,1,1,0,4,1,36,1,2,e
364,188,0.095592706,147,1,0.27,0.22,1,0,1,0,0,0,1,7,1,1,1,0,0,0,0,6,1,34,1,0,e
365,80,0.457142857,148,1,0.35,0.12,1,0,1,0,0,0,1,5,0,0,0,0,0,1,1,5,1,43,0,3,e
366,165,0.060606061,149,0,0.2,0.05,1,0,1,0,0,0,1,6,1,1,1,1,0,0,0,6,1,40,0,0,e
367,100,0,150,0,0.3,0.3,0,0,1,0,0,0,1,NA,0,0,NA,NA,NA,NA,NA,4,1,36,1,2,e
368,120,0.095528455,151,0,0.05,0.18,0,0,1,0,0,0,1,3,0,0,0,0,1,1,0,6,1,27,0,0,e
369,157,0.149274969,152,1,0.2,0.13,1,0,1,0,0,0,1,4,1,1,1,0,0,0,0,4,1,50,1,3,g
370,100,0.25,153,1,0.3,0.05,1,0,1,0,0,0,1,NA,0,0,0,0,0,1,1,4,1,38,1,2,e
371,100,0.166666667,154,0,0.05,0.1,0,0,1,0,0,0,1,4,0,0,0,0,0,1,1,4,1,28,1,0,e
372,106,0.065338924,155,0,0.05,0.13,0,0,1,0,0,0,1,5,1,0,0,0,0,1,1,4,1,25,0,0,e
373,123,0.014120667,156,1,0.18,0.05,1,0,1,0,0,0,1,4,0,0,0,0,0,1,1,6,1,27,1,0,e
374,100,0.25,157,0,0.25,0,1,0,1,0,0,0,1,4,0,0,0,0,0,1,1,3,1,29,1,0,e
375,160,0.076704545,158,1,0.4,0.3,1,0,1,0,0,0,1,5,0,1,0,0,0,1,0,5,1,52,0,0,d
376,160,0.166507634,159,1,0.35,0.15,1,0,1,0,0,0,1,3,1,1,0,1,0,1,0,5,1,37,0,0,g
377,170,0.063180828,160,1,0.35,0.1,1,0,1,0,0,0,1,3,1,1,1,0,0,0,0,6,1,30,1,0,e
378,65,0.020361991,161,0,0.15,0.3,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,2,1,63,0,2,d
379,118,0.148580233,162,0,0.3,0.3,0,0,1,0,0,0,1,4,0,0,NA,NA,NA,NA,NA,4,1,70,1,3,g
380,190,0,163,1,0.05,0.05,0,0,1,0,0,0,1,6,1,1,1,0,0,0,0,6,1,35,1,2,e
381,165,0.001671891,164,1,0.23,0.27,0,0,1,0,0,0,1,5,0,1,1,0,1,0,0,6,1,34,0,0,g
382,130,0.178461538,165,1,0.25,0,1,0,1,0,0,0,1,5,0,0,1,0,0,0,0,4,1,47,0,2,e
383,100,0.2,166,0,0.45,0.25,1,0,1,0,0,0,1,7,0,0,0,1,0,0,1,6,1,39,1,2,e
384,110,NA,167,0,0.45,NA,NA,0,1,0,0,0,1,6,0,0,0,0,1,1,1,NA,1,23,1,0,d
385,125,0,168,1,0.15,0.15,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,NA,1,54,1,11,f
386,142,0.216624903,169,0,0.45,0.23,1,0,1,0,0,0,1,4,0,1,NA,NA,NA,NA,NA,3,1,49,1,2,g
387,125,0.2,170,1,0.3,0.05,1,0,1,0,0,0,1,5,0,0,0,0,1,1,1,3,1,41,1,2,e
388,192,0.142809139,171,1,0.05,0.3,0,0,1,0,0,0,1,5,1,1,0,1,0,0,0,7,1,34,1,0,e
389,134,0,172,1,0.23,0.23,0,0,1,0,0,0,1,4,1,0,0,0,0,1,1,5,1,35,1,3,e
390,180,0.035947712,173,1,0.05,0.35,0,0,1,0,0,0,1,5,0,1,0,1,0,0,0,5,1,48,1,3,e
391,180,0.315656566,174,0,0.2,0.05,1,0,1,0,0,0,1,6,1,1,0,0,1,1,1,6,1,59,1,2,g
392,100,0,175,1,0.45,0.45,0,0,1,0,0,0,1,7,1,0,0,1,0,0,0,7,1,65,1,4,e
393,157.5,0.031746032,176,0,0.075,0.125,0,0,1,0,0,0,1,3,1,1,0,0,1,1,1,5,1,52,1,2,e
394,145,0.086206897,177,1,0.4,0.05,1,0,1,0,0,0,1,6,0,1,1,0,0,0,0,3,1,45,1,3,g
395,121,0.076314401,178,0,0.23,0.45,0,0,1,0,0,0,1,5,0,0,NA,NA,NA,NA,NA,6,1,39,1,0,e
396,162,0.035626102,179,0,0.23,0.15,1,0,1,0,0,0,1,6,1,1,NA,NA,NA,NA,NA,6,1,46,1,2,e
397,150,0.121212122,180,0,0.05,0.05,0,0,1,0,0,0,1,2,1,1,0,0,1,1,1,4,1,34,0,0,g
398,157,0.076220807,181,0,0.35,0.2,1,0,1,0,0,0,1,3,0,1,0,1,0,1,0,4,1,26,0,0,e
399,277,0.038280771,182,0,0.44,0.3,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,3,1,28,0,0,e
400,179,0.002342765,183,1,0.05,0.03,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,30,1,0,e
401,185,0,184,1,0.1,0.1,0,0,1,0,0,0,1,5,0,1,0,0,0,1,0,6,1,55,1,2,g
402,149.5,0.130971979,185,0,0.35,0.06,1,0,1,0,0,0,1,4,0,1,1,0,0,0,0,2,1,51,1,1,g
403,144.5,0.069503737,186,1,0.05,0.05,0,0,1,0,0,0,0,5,1,1,1,0,0,0,0,5,1,50,1,3,e
404,136.5,0.144567443,187,0,0.475,0.275,1,0,1,0,0,1,0,5,0,0,0,0,1,1,1,4,1,67,1,2,g
405,129,0.000894455,188,0,0.045,0.05,0,0,1,0,0,1,0,5,0,0,0,0,0,1,1,5,1,45,1,1,g
406,100,0.07979798,189,1,0.05,0.025,1,0,1,0,0,0,0,5,1,0,0,0,0,1,1,6,1,30,1,0,e
407,150,0,190,1,0.15,0.15,0,0,1,0,0,1,0,6,0,1,0,0,0,1,1,6,1,30,1,0,e
408,130,0.022435898,191,1,0.1,0.1,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,3,1,59,1,2,f
409,100,0.05,192,0,0.2,0.15,1,0,1,0,0,0,1,5,1,0,NA,NA,NA,NA,NA,5,1,69,0,0,f
410,100,0,193,0,0.25,0.25,0,0,1,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,6,1,59,1,1,e
411,100,0,194,1,0.15,0.15,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,2,1,57,1,0,e
412,166,0.015675606,195,0,0.29,0.35,0,0,1,0,0,0,1,5,0,1,NA,NA,NA,NA,NA,5,1,45,1,0,e
413,210,0.011904762,196,0,0.05,0.05,0,0,1,0,0,0,0,4,1,1,NA,NA,NA,NA,NA,4,1,49,0,2,e
414,250,0.005294118,197,1,0.225,0.225,0,0,1,0,0,0,0,5,1,1,1,0,0,0,0,4,1,NA,0,NA,g
415,170,0.01302521,198,0,0.325,0.325,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,4,1,61,1,1,e
416,305,0.196311475,199,1,0.4,0.5,0,0,1,0,0,0,0,6,1,1,1,0,0,0,0,6,1,NA,0,2,e
417,45,0.02991453,200,0,0.325,0.35,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,4,1,34,1,2,f
418,160,0.014204545,201,0,0.3,0.05,1,0,1,0,0,0,0,5,0,1,0,0,0,1,1,7,1,48,0,0,g
419,100,0,202,1,0.55,0.55,0,0,1,0,0,1,0,4,0,0,0,0,0,1,1,4,1,57,1,1,e
420,100,0,203,0,0.2,0.2,0,0,1,0,0,0,1,NA,0,0,0,0,0,1,1,5,1,52,0,3,f
421,100,0,204,1,0.45,0.45,0,0,1,0,0,0,0,5,1,0,0,1,1,0,1,5,1,NA,1,NA,g
422,100,0.05,205,0,0.45,0.4,1,0,1,0,0,0,0,6,1,0,NA,NA,NA,NA,NA,4,1,48,1,2,g
423,125,0,206,0,0.2,0.2,0,0,1,0,0,0,0,2,1,0,NA,NA,NA,NA,NA,NA,1,69,0,4,g
424,100,0.05,207,1,0.05,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1,0,3,1,45,1,3,e
425,95,0.847368421,208,0,0.4,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,5,1,35,0,0,e
426,230,0.079283887,209,0,0.45,0.35,1,0,1,0,0,0,1,5,0,1,0,0,0,1,1,5,1,55,1,1,g
427,120,0.073529411,210,0,0.05,0.05,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,2,1,56,1,2,g
428,160,0.069444444,211,0,0.25,0.1,1,0,1,0,0,1,0,6,1,1,NA,NA,NA,NA,NA,6,1,25,1,0,e
429,110,0.097402598,212,1,0.05,0.2,0,0,1,0,0,1,0,NA,0,0,1,0,0,0,0,5,1,55,1,4,g
430,160,0,213,0,0.25,0.25,0,0,1,0,0,1,0,5,0,1,0,0,0,1,1,5,1,64,0,2,f
431,170,0.076064908,214,1,0.3,0.3,0,0,1,0,0,1,0,5,0,1,0,0,0,1,1,4,1,29,1,NA,e
432,100,0.21,215,1,0.25,0.04,1,0,1,0,0,1,0,5,0,0,0,0,0,1,1,5,1,28,1,0,e
433,203,0.118674429,216,0,0.16,0.15,1,0,1,0,0,0,1,4,1,1,0,1,1,0,1,4,1,37,0,0,f
